[4/15/23 02:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:43AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Derrusse	
[4/15/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 02:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 02:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
