[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grid	
[4/15/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grid	
[4/15/23 09:42AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Grid	
[4/15/23 09:43AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Grid	
[4/15/23 09:48AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Grid	
[4/15/23 09:48AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Grid	
[4/15/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Grid	
[4/15/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Grid	
