[4/18/23 03:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cancer	
[4/18/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 03:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cancer	
[4/18/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 03:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cancer	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cancer	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cancer	
[4/18/23 03:48PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Cancer	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cancer	
[4/18/23 03:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cancer	
[4/18/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cancer	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cancer	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cancer	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cancer	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cancer	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cancer	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cancer	
[4/18/23 04:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cancer	
[4/18/23 04:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Cancer	
[4/18/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cancer	
[4/18/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Cancer	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cancer	
[4/18/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cancer	
[4/18/23 04:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Cancer	
[4/18/23 04:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cancer	
[4/18/23 04:16PM] Player picked up item: Collector necklace, id: 19886, amount: 1, owner: Cancer	
[4/18/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cancer	
[4/18/23 04:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Cancer	
