[4/17/23 12:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Griezmanrsps	
[4/17/23 12:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Griezmanrsps	
[4/17/23 12:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Griezmanrsps	
[4/17/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Griezmanrsps	
[4/17/23 12:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Griezmanrsps	
[4/17/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Griezmanrsps	
[4/17/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Griezmanrsps	
[4/17/23 01:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Griezmanrsps	
[4/17/23 01:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Griezmanrsps	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1828636, owner: Griezmanrsps	
[4/17/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Griezmanrsps	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Griezmanrsps	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Griezmanrsps	
[4/17/23 01:18AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Griezmanrsps	
[4/17/23 01:22AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Griezmanrsps	
[4/17/23 01:23AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Griezmanrsps	
[4/17/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Griezmanrsps	
[4/17/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Griezmanrsps	
[4/17/23 01:23AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Griezmanrsps	
[4/17/23 01:31AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Griezmanrsps	
[4/17/23 01:34AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Griezmanrsps	
[4/17/23 01:36AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Griezmanrsps	
[4/17/23 01:37AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Griezmanrsps	
[4/17/23 01:38AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Griezmanrsps	
[4/17/23 01:39AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Griezmanrsps	
[4/17/23 01:39AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Griezmanrsps	
[4/17/23 01:40AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Griezmanrsps	
[4/17/23 01:42AM] Player picked up item: Coin, id: 995, amount: 2332499, owner: Griezmanrsps	
