[4/15/23 08:08PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Immortal	
[4/15/23 08:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Immortal	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Immortal	
[4/15/23 08:11PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Immortal	
[4/15/23 08:12PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Immortal	
[4/15/23 08:12PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Immortal	
[4/15/23 08:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Immortal	
[4/15/23 08:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Immortal	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Immortal	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Immortal	
[4/15/23 08:17PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Immortal	
[4/15/23 08:17PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Immortal	
[4/15/23 08:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Immortal	
[4/15/23 08:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Immortal	
[4/15/23 08:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Immortal	
[4/15/23 08:21PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Immortal	
[4/15/23 08:21PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Immortal	
[4/15/23 08:26PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Immortal	
[4/15/23 08:26PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Immortal	
[4/15/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Immortal	
[4/15/23 08:32PM] Player picked up item: Coin, id: 995, amount: 2023243, owner: Immortal	
[4/15/23 08:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Immortal	
[4/15/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Immortal	
[4/15/23 08:33PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Immortal	
[4/15/23 08:34PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Immortal	
[4/15/23 08:36PM] Player picked up item: Coin, id: 995, amount: 800, owner: Immortal	
[4/15/23 08:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Immortal	
[4/15/23 08:37PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Immortal	
[4/15/23 08:39PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Immortal	
[4/15/23 08:41PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Immortal	
[4/15/23 08:42PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Immortal	
[4/15/23 08:42PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Immortal	
[4/15/23 08:42PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Immortal	
[4/15/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Immortal	
[4/15/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Immortal	
[4/15/23 08:48PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Immortal	
[4/15/23 08:48PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Immortal	
[4/15/23 08:49PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Immortal	
[4/15/23 08:50PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Immortal	
[4/15/23 08:50PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Immortal	
[4/15/23 08:50PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Immortal	
[4/15/23 08:50PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Immortal	
[4/15/23 08:55PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Immortal	
[4/15/23 08:57PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Immortal	
[4/15/23 08:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Immortal	
[4/15/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Immortal	
[4/15/23 08:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Immortal	
[4/15/23 09:00PM] Player picked up item: Coin, id: 995, amount: 1828641, owner: Immortal	
[4/15/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Immortal	
[4/15/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Immortal	
[4/15/23 09:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Immortal	
[4/15/23 09:16PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Immortal	
[4/15/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Immortal	
[4/15/23 09:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Immortal	
[4/15/23 09:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Immortal	
[4/15/23 09:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Immortal	
[4/15/23 09:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Immortal	
[4/15/23 09:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Immortal	
[4/15/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Immortal	
[4/15/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Immortal	
[4/15/23 09:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Immortal	
[4/15/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Immortal	
[4/15/23 09:41PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Immortal	
