[4/23/23 09:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suicide	
[4/23/23 09:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suicide	
[4/23/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suicide	
[4/23/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 09:52AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Suicide	
[4/23/23 09:53AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Suicide	
[4/23/23 09:55AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Suicide	
[4/23/23 09:56AM] Player picked up item: Coin, id: 995, amount: 500, owner: Suicide	
[4/23/23 09:56AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Suicide	
[4/23/23 09:57AM] Player picked up item: Coin, id: 995, amount: 500, owner: Suicide	
[4/23/23 10:05AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Suicide	
[4/23/23 10:05AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Suicide	
[4/23/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suicide	
[4/23/23 10:11AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Suicide	
[4/23/23 10:13AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Suicide	
[4/23/23 10:13AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Suicide	
[4/23/23 10:15AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Suicide	
[4/23/23 10:17AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Suicide	
[4/23/23 10:19AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Suicide	
[4/23/23 10:21AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Suicide	
[4/23/23 10:22AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Suicide	
[4/23/23 10:25AM] Player picked up item: Coin, id: 995, amount: 2335346, owner: Suicide	
[4/23/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Suicide	
[4/23/23 10:27AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:27AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:27AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Suicide	
[4/23/23 10:28AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Suicide	
[4/23/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suicide	
[4/23/23 10:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 10:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:30AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Suicide	
[4/23/23 10:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Suicide	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:40AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 10:41AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suicide	
[4/23/23 10:42AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 10:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 10:44AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 10:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:55AM] Player picked up item: Warlock prayer scroll, id: 23167, amount: 1, owner: Suicide	
[4/23/23 10:55AM] Player picked up item: Coin, id: 995, amount: 1941849, owner: Suicide	
[4/23/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Suicide	
[4/23/23 10:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 10:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:59AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 10:59AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 11:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:03AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Suicide	
[4/23/23 11:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 11:07AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:07AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:07AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:08AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Suicide	
[4/23/23 11:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:09AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 11:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 11:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 11:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suicide	
[4/23/23 11:12AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 11:14AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Suicide	
