[4/16/23 07:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sako	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sako	
[4/16/23 07:24AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Sako	
[4/16/23 07:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sako	
[4/16/23 07:30AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sako	
[4/16/23 07:33AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Sako	
[4/16/23 07:33AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Sako	
[4/16/23 07:33AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Sako	
[4/16/23 07:33AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sako	
[4/16/23 07:34AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Sako	
[4/16/23 07:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sako	
[4/16/23 07:36AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Sako	
[4/16/23 07:37AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Sako	
[4/16/23 07:37AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Sako	
[4/16/23 07:38AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Sako	
[4/16/23 07:38AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Sako	
[4/16/23 07:39AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Sako	
[4/16/23 07:39AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Sako	
[4/16/23 07:45AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sako	
[4/16/23 07:50AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sako	
[4/16/23 07:50AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sako	
[4/16/23 07:51AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sako	
[4/16/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sako	
