[4/17/23 10:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Elcf	
[4/17/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Elcf	
[4/17/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elcf	
[4/17/23 10:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Elcf	
[4/17/23 10:59AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Elcf	
[4/17/23 10:59AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Elcf	
[4/17/23 11:03AM] Player picked up item: Coin, id: 995, amount: 2295822, owner: Elcf	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Elcf	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Elcf	
[4/17/23 11:04AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Elcf	
[4/17/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Elcf	
[4/17/23 11:05AM] Player picked up item: Coin, id: 995, amount: 2361796, owner: Elcf	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Elcf	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Elcf	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Elcf	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Elcf	
[4/17/23 11:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Elcf	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Elcf	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Elcf	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Elcf	
[4/17/23 11:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Elcf	
[4/17/23 11:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Elcf	
[4/17/23 11:25AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Elcf	
[4/17/23 11:29AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Elcf	
[4/17/23 11:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Elcf	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2325712, owner: Elcf	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2382552, owner: Elcf	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Elcf	
[4/17/23 11:38AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Elcf	
[4/17/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Elcf	
[4/17/23 11:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Elcf	
[4/17/23 11:41AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Elcf	
[4/17/23 11:42AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Elcf	
