[4/19/23 01:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Miko	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Miko	
[4/19/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Miko	
[4/19/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Miko	
[4/19/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Miko	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Miko	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Miko	
[4/19/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Miko	
[4/19/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Miko	
[4/19/23 01:36PM] Player picked up item: Coin, id: 995, amount: 600, owner: Miko	
[4/19/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Miko	
[4/19/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Miko	
[4/19/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 01:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Miko	
[4/19/23 01:39PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Miko	
[4/19/23 01:41PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Miko	
[4/19/23 01:45PM] Player picked up item: Coin, id: 995, amount: 2437075, owner: Miko	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Miko	
[4/19/23 01:46PM] Player picked up item: Coin, id: 995, amount: 900, owner: Miko	
[4/19/23 01:48PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Miko	
[4/19/23 01:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Miko	
[4/19/23 01:52PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Miko	
