[4/21/23 04:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Infinitey	
[4/21/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 04:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Infinitey	
[4/21/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 04:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Infinitey	
[4/21/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 04:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Infinitey	
[4/21/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 04:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Infinitey	
[4/21/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 04:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Infinitey	
[4/21/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 04:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 04:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
