[4/16/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dontbicme	
[4/16/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dontbicme	
[4/16/23 08:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 08:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dontbicme	
[4/16/23 08:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dontbicme	
[4/16/23 08:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dontbicme	
[4/16/23 09:42PM] Player picked up item: Coin, id: 995, amount: 4459116, owner: Dontbicme	
[4/16/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dontbicme	
[4/16/23 09:44PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dontbicme	
[4/16/23 09:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dontbicme	
[4/16/23 09:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dontbicme	
[4/16/23 09:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dontbicme	
[4/16/23 10:03PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dontbicme	
[4/16/23 10:12PM] Player picked up item: Coin, id: 995, amount: 1590626, owner: Dontbicme	
[4/16/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dontbicme	
[4/16/23 10:19PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dontbicme	
[4/16/23 10:19PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dontbicme	
[4/16/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 10:27PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dontbicme	
[4/16/23 10:27PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dontbicme	
[4/16/23 10:29PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dontbicme	
[4/16/23 10:30PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dontbicme	
[4/16/23 10:32PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dontbicme	
[4/16/23 10:39PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dontbicme	
[4/16/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dontbicme	
[4/16/23 10:45PM] Player picked up item: Coin, id: 995, amount: 2046533, owner: Dontbicme	
[4/16/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dontbicme	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:55PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dontbicme	
[4/16/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dontbicme	
