[4/22/23 06:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironman	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironman	
[4/22/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ironman	
[4/22/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ironman	
[4/22/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ironman	
[4/22/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ironman	
[4/22/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ironman	
[4/22/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ironman	
[4/22/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ironman	
[4/22/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironman	
[4/22/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ironman	
[4/22/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
[4/22/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ironman	
[4/22/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironman	
