[4/19/23 10:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Unique	
[4/19/23 10:41AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Unique	
[4/19/23 10:43AM] Player picked up item: Coin, id: 995, amount: 500, owner: Unique	
[4/19/23 10:45AM] Player picked up item: Coin, id: 995, amount: 1694278, owner: Unique	
[4/19/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Unique	
[4/19/23 10:46AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Unique	
[4/19/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Unique	
[4/19/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Unique	
[4/19/23 11:04AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Unique	
[4/19/23 11:04AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Unique	
[4/19/23 11:05AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Unique	
[4/19/23 11:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: Unique	
[4/19/23 11:15AM] Player picked up item: Coin, id: 995, amount: 1657517, owner: Unique	
[4/19/23 11:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Unique	
[4/19/23 11:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Unique	
[4/19/23 11:21AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Unique	
[4/19/23 11:21AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Unique	
[4/19/23 11:27AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Unique	
[4/19/23 11:28AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Unique	
