[4/17/23 11:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/17/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/17/23 11:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/17/23 11:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Struttingant	
[4/17/23 11:55PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Struttingant	
[4/17/23 11:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
