[4/16/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tinelf	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tinelf	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tinelf	
[4/16/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tinelf	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tinelf	
[4/16/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tinelf	
[4/16/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tinelf	
[4/16/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tinelf	
[4/16/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tinelf	
[4/16/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Tinelf	
[4/16/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tinelf	
[4/16/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Tinelf	
[4/16/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tinelf	
[4/16/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tinelf	
[4/16/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tinelf	
[4/16/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tinelf	
[4/16/23 10:18AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Tinelf	
[4/16/23 10:20AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Tinelf	
[4/16/23 10:20AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Tinelf	
[4/16/23 10:20AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Tinelf	
[4/16/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1382900, owner: Tinelf	
[4/16/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tinelf	
[4/16/23 10:28AM] Player picked up item: Coin, id: 995, amount: 3825197, owner: Tinelf	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tinelf	
[4/16/23 10:36AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Tinelf	
[4/16/23 10:36AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Tinelf	
[4/16/23 10:38AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Tinelf	
[4/16/23 10:40AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Tinelf	
[4/16/23 10:41AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Tinelf	
[4/16/23 10:41AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Tinelf	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tinelf	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tinelf	
[4/16/23 10:54AM] Player picked up item: Coin, id: 995, amount: 1037043, owner: Tinelf	
[4/16/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tinelf	
[4/16/23 11:04AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Tinelf	
[4/16/23 11:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Tinelf	
[4/16/23 11:09AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Tinelf	
[4/16/23 11:09AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Tinelf	
[4/16/23 11:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tinelf	
[4/16/23 11:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tinelf	
[4/16/23 11:13AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Tinelf	
[4/16/23 11:19AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Tinelf	
[4/16/23 11:20AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Tinelf	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 1685230, owner: Tinelf	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tinelf	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 3373881, owner: Tinelf	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tinelf	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Tinelf	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Tinelf	
[4/16/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Tinelf	
