[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Light	
[4/15/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Light	
[4/15/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Light	
[4/15/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Light	
[4/15/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Light	
[4/15/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Light	
[4/15/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Light	
[4/15/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Light	
[4/15/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Light	
[4/15/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Light	
[4/15/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Light	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Light	
