[4/18/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shwifty	
[4/18/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shwifty	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 1427503, owner: Shwifty	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shwifty	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 2626908, owner: Shwifty	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shwifty	
[4/18/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shwifty	
[4/18/23 08:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shwifty	
[4/18/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 08:57AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Shwifty	
[4/18/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Shwifty	
[4/18/23 08:57AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Shwifty	
[4/18/23 08:58AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Shwifty	
[4/18/23 09:12AM] Player picked up item: Coin, id: 995, amount: 2230188, owner: Shwifty	
[4/18/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shwifty	
[4/18/23 09:14AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shwifty	
[4/18/23 09:14AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shwifty	
[4/18/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2142474, owner: Shwifty	
[4/18/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shwifty	
[4/18/23 09:44AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shwifty	
[4/18/23 09:44AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shwifty	
[4/18/23 09:44AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Shwifty	
[4/18/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shwifty	
[4/18/23 09:45AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Shwifty	
[4/18/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shwifty	
[4/18/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shwifty	
[4/18/23 09:47AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Shwifty	
[4/18/23 09:47AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Shwifty	
