[4/19/23 01:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
