[4/15/23 07:45AM] Player picked up item: Coin, id: 995, amount: 1000000, owner: Doppelganger	
[4/15/23 07:45AM] Player picked up item: @bla@Progressive reward box, id: 10025, amount: 1, owner: Doppelganger	
[4/15/23 07:45AM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: Doppelganger	
[4/15/23 07:45AM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Doppelganger	
[4/15/23 07:45AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Doppelganger	
[4/15/23 07:45AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Doppelganger	
[4/15/23 07:45AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Doppelganger	
[4/15/23 07:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Doppelganger	
[4/15/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doppelganger	
[4/15/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doppelganger	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Doppelganger	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Doppelganger	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doppelganger	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Doppelganger	
[4/15/23 07:53AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Doppelganger	
[4/15/23 07:53AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Doppelganger	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Doppelganger	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Doppelganger	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
[4/15/23 07:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Doppelganger	
[4/15/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Doppelganger	
