[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Peep	
[4/21/23 05:18AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Peep	
[4/21/23 05:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Peep	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Peep	
