[4/18/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 06:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwightshrute	
[4/18/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 06:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwightshrute	
[4/18/23 06:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:42PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Dwightshrute	
[4/18/23 06:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwightshrute	
[4/18/23 06:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwightshrute	
[4/18/23 06:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwightshrute	
[4/18/23 06:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 06:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwightshrute	
[4/18/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:46PM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: Dwightshrute	
[4/18/23 06:46PM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Dwightshrute	
[4/18/23 06:46PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Dwightshrute	
[4/18/23 06:46PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Dwightshrute	
[4/18/23 06:46PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Dwightshrute	
[4/18/23 06:46PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Dwightshrute	
[4/18/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 06:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 06:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 06:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dwightshrute	
[4/18/23 07:01PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwightshrute	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
