[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mondo	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mondo	
[4/16/23 05:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mondo	
[4/16/23 05:06PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mondo	
[4/16/23 05:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mondo	
[4/16/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mondo	
[4/16/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mondo	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mondo	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mondo	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mondo	
[4/16/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mondo	
[4/16/23 05:19PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mondo	
[4/16/23 05:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mondo	
[4/16/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mondo	
[4/16/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mondo	
[4/16/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mondo	
[4/16/23 05:20PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Mondo	
[4/16/23 05:21PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Mondo	
[4/16/23 05:21PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Mondo	
[4/16/23 05:22PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Mondo	
[4/16/23 05:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: Mondo	
[4/16/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:23PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mondo	
[4/16/23 05:23PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mondo	
[4/16/23 05:23PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mondo	
[4/16/23 05:23PM] Player picked up item: Coin, id: 995, amount: 1180497, owner: Mondo	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Mondo	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 4013386, owner: Mondo	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mondo	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mondo	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mondo	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mondo	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mondo	
[4/16/23 05:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mondo	
[4/16/23 05:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mondo	
[4/16/23 05:27PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mondo	
[4/16/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mondo	
[4/16/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Mondo	
[4/16/23 05:34PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Mondo	
[4/16/23 05:36PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mondo	
[4/16/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mondo	
[4/16/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mondo	
[4/16/23 05:38PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mondo	
[4/16/23 05:38PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mondo	
[4/16/23 05:39PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mondo	
[4/16/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:47PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Mondo	
[4/16/23 05:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Mondo	
[4/16/23 05:50PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Mondo	
[4/16/23 05:51PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Mondo	
[4/16/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mondo	
[4/16/23 05:54PM] Player picked up item: Coin, id: 995, amount: 1169285, owner: Mondo	
[4/16/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mondo	
[4/16/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 05:57PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Mondo	
[4/16/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 05:59PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Mondo	
[4/16/23 05:59PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Mondo	
[4/16/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 06:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mondo	
[4/16/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mondo	
[4/16/23 06:14PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mondo	
[4/16/23 06:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mondo	
[4/16/23 06:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mondo	
[4/16/23 06:19PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mondo	
[4/16/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mondo	
[4/16/23 06:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 06:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mondo	
[4/16/23 06:27PM] Player picked up item: Coin, id: 995, amount: 4213638, owner: Mondo	
[4/16/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mondo	
