[4/21/23 08:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rogrim	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rogrim	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rogrim	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rogrim	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rogrim	
