[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Time	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Time	
[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Time	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Time	
[4/16/23 08:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Time	
[4/16/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Time	
[4/16/23 08:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Time	
[4/16/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Time	
[4/16/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Time	
[4/16/23 08:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Time	
[4/16/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Time	
[4/16/23 08:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Time	
[4/16/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Time	
[4/16/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Time	
[4/16/23 08:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Time	
[4/16/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Time	
[4/16/23 09:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Time	
[4/16/23 09:52PM] Player picked up item: Coin, id: 995, amount: 400, owner: Time	
[4/16/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Time	
[4/16/23 09:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Time	
[4/16/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Time	
[4/16/23 09:54PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Time	
[4/16/23 09:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Time	
[4/16/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Time	
[4/16/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Time	
[4/16/23 09:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Time	
[4/16/23 09:57PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Time	
[4/16/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Time	
[4/16/23 09:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Time	
[4/16/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Time	
[4/16/23 09:59PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Time	
[4/16/23 09:59PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Time	
[4/16/23 09:59PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Time	
[4/16/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Time	
[4/16/23 10:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Time	
[4/16/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Time	
[4/16/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Time	
[4/16/23 10:05PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Time	
[4/16/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Time	
[4/16/23 10:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Time	
[4/16/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Time	
[4/16/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Time	
[4/16/23 10:27PM] Player picked up item: Coin, id: 995, amount: 700, owner: Time	
[4/16/23 10:28PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Time	
[4/16/23 10:28PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Time	
[4/16/23 10:28PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Time	
[4/16/23 10:32PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Time	
[4/16/23 10:32PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Time	
[4/16/23 10:33PM] Player picked up item: Coin, id: 995, amount: 800, owner: Time	
[4/16/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Time	
[4/16/23 10:35PM] Player picked up item: Coin, id: 995, amount: 800, owner: Time	
[4/16/23 10:38PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Time	
[4/16/23 10:38PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Time	
[4/16/23 10:38PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Time	
[4/16/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Time	
[4/16/23 10:43PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Time	
[4/16/23 10:50PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Time	
[4/16/23 10:50PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Time	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Time	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Time	
[4/16/23 11:06PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Time	
[4/16/23 11:06PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Time	
[4/16/23 11:07PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Time	
[4/16/23 11:07PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Time	
[4/16/23 11:08PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Time	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Time	
[4/16/23 11:22PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Time	
[4/16/23 11:22PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Time	
[4/16/23 11:23PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Time	
[4/16/23 11:24PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Time	
[4/16/23 11:24PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Time	
[4/16/23 11:39PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Time	
[4/16/23 11:39PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Time	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Time	
[4/16/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Time	
[4/16/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Time	
[4/16/23 11:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Time	
[4/17/23 12:47AM] Player picked up item: Coin, id: 995, amount: 3585626, owner: Time	
[4/17/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Time	
[4/17/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Time	
[4/17/23 12:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Time	
[4/17/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Time	
[4/17/23 01:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Time	
[4/17/23 01:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Time	
[4/17/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Time	
[4/17/23 01:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Time	
[4/17/23 01:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Time	
[4/17/23 01:23AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Time	
[4/17/23 01:24AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Time	
[4/17/23 01:24AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Time	
[4/17/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Time	
[4/17/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Time	
[4/17/23 01:40AM] Player picked up item: Coin, id: 995, amount: 2229865, owner: Time	
[4/17/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Time	
