[4/15/23 10:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:27AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Smooth	
[4/15/23 10:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smooth	
[4/15/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:36AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Smooth	
[4/15/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Smooth	
[4/15/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smooth	
[4/15/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
