[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fataliity	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fataliity	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fataliity	
[4/17/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 12:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fataliity	
[4/17/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fataliity	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fataliity	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fataliity	
[4/17/23 12:45PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Fataliity	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fataliity	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fataliity	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Fataliity	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fataliity	
