[4/17/23 03:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pog	
[4/17/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pog	
[4/17/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kappa	
[4/17/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kappa	
[4/17/23 03:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 03:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kappa	
[4/17/23 03:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kappa	
[4/17/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kappa	
[4/17/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kappa	
[4/17/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kappa	
[4/17/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 03:41AM] Player picked up item: Coin, id: 995, amount: 1829831, owner: Kappa	
[4/17/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kappa	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 3902511, owner: Kappa	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kappa	
[4/17/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kappa	
[4/17/23 03:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kappa	
[4/17/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Kappa	
[4/17/23 03:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kappa	
[4/17/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kappa	
[4/17/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 03:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 03:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
