[4/15/23 05:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: V1sk3y	
[4/15/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: V1sk3y	
[4/15/23 05:11PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: V1sk3y	
[4/15/23 05:11PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: V1sk3y	
[4/15/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: V1sk3y	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: V1sk3y	
[4/15/23 05:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: V1sk3y	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: V1sk3y	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: V1sk3y	
[4/15/23 05:17PM] Player picked up item: Coin, id: 995, amount: 400, owner: V1sk3y	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: V1sk3y	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: V1sk3y	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 400, owner: V1sk3y	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: V1sk3y	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: V1sk3y	
[4/15/23 05:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: V1sk3y	
[4/15/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: V1sk3y	
[4/15/23 05:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: V1sk3y	
[4/15/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: V1sk3y	
[4/15/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: V1sk3y	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 800, owner: V1sk3y	
[4/15/23 05:30PM] Player picked up item: Coin, id: 995, amount: 1557842, owner: V1sk3y	
[4/15/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1sk3y	
[4/16/23 02:11AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: V1sk3y	
[4/16/23 02:11AM] Player picked up item: Coin, id: 995, amount: 800, owner: V1sk3y	
[4/16/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: V1sk3y	
[4/16/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: V1sk3y	
[4/16/23 02:13AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: V1sk3y	
[4/16/23 02:13AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: V1sk3y	
[4/16/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/16/23 02:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: V1sk3y	
[4/16/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: V1sk3y	
[4/16/23 02:15AM] Player picked up item: Coin, id: 995, amount: 4000, owner: V1sk3y	
[4/16/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: V1sk3y	
[4/16/23 02:15AM] Player picked up item: Coin, id: 995, amount: 1600, owner: V1sk3y	
[4/16/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/16/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: V1sk3y	
[4/16/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: V1sk3y	
[4/16/23 02:17AM] Player picked up item: Coin, id: 995, amount: 3200, owner: V1sk3y	
[4/16/23 02:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Coin, id: 995, amount: 2400, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Coin, id: 995, amount: 600, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Coin, id: 995, amount: 1800, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Coin, id: 995, amount: 1800, owner: V1sk3y	
[4/16/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: V1sk3y	
[4/16/23 02:23AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: V1sk3y	
[4/16/23 02:23AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: V1sk3y	
[4/16/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1sk3y	
[4/16/23 02:26AM] Player picked up item: Coin, id: 995, amount: 3786082, owner: V1sk3y	
[4/16/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: V1sk3y	
[4/16/23 02:33AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: V1sk3y	
[4/16/23 02:33AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: V1sk3y	
[4/16/23 02:33AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: V1sk3y	
[4/16/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: V1sk3y	
[4/16/23 02:37AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: V1sk3y	
[4/16/23 02:37AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: V1sk3y	
[4/16/23 02:45AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: V1sk3y	
[4/16/23 02:47AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: V1sk3y	
[4/16/23 02:47AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: V1sk3y	
[4/16/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: V1sk3y	
[4/16/23 02:55AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: V1sk3y	
[4/16/23 03:00AM] Player picked up item: Coin, id: 995, amount: 6000, owner: V1sk3y	
[4/16/23 03:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: V1sk3y	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1sk3y	
[4/16/23 08:56AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: V1sk3y	
[4/16/23 08:57AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: V1sk3y	
[4/16/23 08:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: V1sk3y	
[4/18/23 04:42AM] Player picked up item: Coin, id: 995, amount: 1840155, owner: V1sk3y	
[4/18/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: V1sk3y	
[4/18/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: V1sk3y	
[4/18/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1sk3y	
[4/18/23 04:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1sk3y	
[4/18/23 04:45AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: V1sk3y	
[4/18/23 04:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: V1sk3y	
