[4/20/23 05:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ganjaman	
[4/20/23 05:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ganjaman	
[4/20/23 05:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ganjaman	
[4/20/23 05:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ganjaman	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ganjaman	
[4/20/23 06:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ganjaman	
[4/21/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1766720, owner: Ganjaman	
[4/21/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ganjaman	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 1555638, owner: Ganjaman	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ganjaman	
[4/21/23 10:04AM] Player picked up item: Coin, id: 995, amount: 1201428, owner: Ganjaman	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ganjaman	
[4/22/23 06:49AM] Player picked up item: Coin, id: 995, amount: 48000, owner: Ganjaman	
[4/22/23 06:49AM] Player picked up item: Coin, id: 995, amount: 72000, owner: Ganjaman	
[4/22/23 06:55AM] Player picked up item: Coin, id: 995, amount: 87000, owner: Ganjaman	
[4/22/23 06:55AM] Player picked up item: Coin, id: 995, amount: 145000, owner: Ganjaman	
[4/22/23 06:55AM] Player picked up item: Coin, id: 995, amount: 116000, owner: Ganjaman	
[4/22/23 07:07AM] Player picked up item: Coin, id: 995, amount: 21000, owner: Ganjaman	
[4/22/23 07:07AM] Player picked up item: Coin, id: 995, amount: 84000, owner: Ganjaman	
[4/22/23 07:07AM] Player picked up item: Coin, id: 995, amount: 42000, owner: Ganjaman	
[4/22/23 07:07AM] Player picked up item: Coin, id: 995, amount: 63000, owner: Ganjaman	
[4/22/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ganjaman	
[4/22/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ganjaman	
[4/22/23 07:08AM] Player picked up item: Coin, id: 995, amount: 21000, owner: Ganjaman	
[4/22/23 07:08AM] Player picked up item: Coin, id: 995, amount: 42000, owner: Ganjaman	
[4/22/23 07:08AM] Player picked up item: Coin, id: 995, amount: 42000, owner: Ganjaman	
[4/22/23 07:12AM] Player picked up item: Coin, id: 995, amount: 17000, owner: Ganjaman	
[4/22/23 07:14AM] Player picked up item: Coin, id: 995, amount: 51000, owner: Ganjaman	
[4/22/23 07:14AM] Player picked up item: Coin, id: 995, amount: 51000, owner: Ganjaman	
[4/22/23 07:14AM] Player picked up item: Coin, id: 995, amount: 34000, owner: Ganjaman	
[4/22/23 07:33AM] Player picked up item: Coin, id: 995, amount: 2479889, owner: Ganjaman	
[4/22/23 07:34AM] Player picked up item: Coin, id: 995, amount: 3587352, owner: Ganjaman	
[4/22/23 07:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ganjaman	
[4/22/23 07:37AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ganjaman	
[4/22/23 07:52AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Jelq	
[4/22/23 07:52AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Jelq	
[4/22/23 07:52AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Jelq	
[4/22/23 10:06AM] Player picked up item: Groudon Shield, id: 13964, amount: 1, owner: Ganjaman	
[4/22/23 10:06AM] Player picked up item: Groudon Legs, id: 19913, amount: 1, owner: Ganjaman	
[4/22/23 10:06AM] Player picked up item: Groudon Helm, id: 21934, amount: 1, owner: Ganjaman	
