[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Chibi	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chibi	
[4/17/23 03:26AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Chibi	
[4/17/23 04:01AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Chibi	
[4/17/23 04:01AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Chibi	
[4/17/23 04:01AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Chibi	
[4/17/23 04:36AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Chibi	
[4/17/23 04:36AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chibi	
[4/17/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chibi	
[4/17/23 04:42AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chibi	
[4/17/23 04:42AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chibi	
[4/17/23 04:43AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Chibi	
[4/17/23 04:43AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Chibi	
[4/17/23 04:45AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 04:45AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 04:45AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Chibi	
[4/17/23 04:46AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Chibi	
[4/17/23 04:46AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Chibi	
[4/17/23 04:46AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Chibi	
[4/17/23 04:46AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Chibi	
[4/17/23 04:46AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Chibi	
[4/17/23 04:47AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Chibi	
[4/17/23 04:48AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 04:48AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 04:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Chibi	
[4/17/23 04:49AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chibi	
[4/17/23 04:49AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Chibi	
[4/17/23 04:49AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Chibi	
[4/17/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chibi	
[4/17/23 04:50AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 04:50AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 04:50AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Chibi	
[4/17/23 04:50AM] Player picked up item: Coin, id: 995, amount: 800, owner: Chibi	
[4/17/23 04:50AM] Player picked up item: Coin, id: 995, amount: 800, owner: Chibi	
[4/17/23 04:51AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 04:54AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Chibi	
[4/17/23 04:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Chibi	
[4/17/23 04:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Chibi	
[4/17/23 04:54AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Chibi	
[4/17/23 04:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Chibi	
[4/17/23 04:55AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 04:55AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Chibi	
[4/17/23 04:55AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Chibi	
[4/17/23 04:56AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Chibi	
[4/17/23 04:56AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Chibi	
[4/17/23 05:00AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Chibi	
[4/17/23 05:00AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Chibi	
[4/17/23 05:01AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Chibi	
[4/17/23 05:01AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Chibi	
[4/17/23 05:01AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Chibi	
[4/17/23 05:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Chibi	
[4/17/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chibi	
[4/17/23 05:05AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Chibi	
[4/17/23 05:06AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Chibi	
[4/17/23 05:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Chibi	
[4/17/23 05:11AM] Player picked up item: Coin, id: 995, amount: 1004879, owner: Chibi	
[4/17/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Chibi	
[4/17/23 05:27AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Chibi	
[4/17/23 05:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Chibi	
[4/17/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chibi	
[4/17/23 05:42AM] Player picked up item: Coin, id: 995, amount: 4224316, owner: Chibi	
[4/17/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Chibi	
[4/17/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Chibi	
[4/17/23 05:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Chibi	
[4/17/23 01:37PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Chibi	
[4/17/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chibi	
[4/17/23 01:39PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Chibi	
[4/17/23 01:39PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Chibi	
[4/17/23 01:40PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Chibi	
[4/17/23 01:40PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Chibi	
[4/17/23 01:41PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Chibi	
[4/17/23 02:02PM] Player picked up item: Coin, id: 995, amount: 1917531, owner: Chibi	
[4/17/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chibi	
[4/17/23 02:08PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Jig Saw	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Chibi	
