[4/15/23 03:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bluephaty	
[4/15/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bluephaty	
[4/15/23 03:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bluephaty	
[4/15/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bluephaty	
[4/15/23 03:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bluephaty	
[4/15/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bluephaty	
[4/15/23 03:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bluephaty	
[4/15/23 03:44AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Bluephaty	
[4/15/23 03:44AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Bluephaty	
[4/15/23 03:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bluephaty	
[4/15/23 03:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bluephaty	
[4/15/23 03:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Bluephaty	
[4/15/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bluephaty	
[4/15/23 03:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Bluephaty	
[4/15/23 03:50AM] Player picked up item: Coin, id: 995, amount: 600, owner: Bluephaty	
[4/15/23 03:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Bluephaty	
[4/15/23 03:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Bluephaty	
[4/15/23 03:56AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Bluephaty	
[4/15/23 03:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Bluephaty	
[4/15/23 03:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bluephaty	
[4/15/23 03:59AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Bluephaty	
[4/15/23 03:59AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Bluephaty	
[4/15/23 04:00AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Bluephaty	
[4/15/23 04:00AM] Player picked up item: Coin, id: 995, amount: 700, owner: Bluephaty	
[4/15/23 04:00AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Bluephaty	
[4/15/23 04:00AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Bluephaty	
[4/15/23 04:00AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Bluephaty	
[4/15/23 04:02AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Bluephaty	
[4/15/23 04:02AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Bluephaty	
