[4/15/23 09:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: 5thonovember	
[4/15/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: 5thonovember	
[4/15/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 5thonovember	
[4/15/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 5thonovember	
[4/15/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 5thonovember	
[4/15/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: 5thonovember	
[4/15/23 10:09AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: 5thonovember	
[4/15/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 5thonovember	
[4/15/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: 5thonovember	
[4/15/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 5thonovember	
[4/15/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 5thonovember	
[4/15/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: 5thonovember	
[4/15/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: 5thonovember	
