[4/21/23 06:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bully	
[4/21/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bully	
[4/21/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Bully	
[4/21/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bully	
[4/21/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bully	
[4/21/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bully	
[4/21/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:23AM] Player picked up item: Starter Cape, id: 19944, amount: 1, owner: Bully	
[4/21/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bully	
[4/21/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Bully	
[4/21/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
