[4/19/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Imbalance	
[4/19/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/19/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Imbalance	
[4/19/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/19/23 11:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/19/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/19/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Imbalance	
[4/20/23 12:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Imbalance	
[4/20/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Imbalance	
[4/20/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Imbalance	
[4/20/23 12:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Imbalance	
[4/20/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Imbalance	
[4/20/23 12:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Imbalance	
[4/20/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Imbalance	
[4/20/23 12:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Imbalance	
[4/20/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Imbalance	
[4/20/23 12:20AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Imbalance	
[4/20/23 12:21AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Imbalance	
[4/20/23 12:22AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Imbalance	
[4/20/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Imbalance	
[4/20/23 12:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Imbalance	
[4/20/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:23AM] Player picked up item: Coin, id: 995, amount: 3867023, owner: Imbalance	
[4/20/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Imbalance	
[4/20/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Imbalance	
[4/20/23 12:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Imbalance	
[4/20/23 12:29AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Imbalance	
[4/20/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Imbalance	
[4/20/23 12:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Imbalance	
[4/20/23 12:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Imbalance	
[4/20/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Imbalance	
[4/20/23 12:32AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Imbalance	
[4/20/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Imbalance	
[4/20/23 12:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Imbalance	
[4/20/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Imbalance	
[4/20/23 12:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Imbalance	
[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 500, owner: Imbalance	
