[4/18/23 05:08AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Rxse	
[4/18/23 05:09AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Rxse	
[4/18/23 05:13AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rxse	
[4/18/23 05:13AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rxse	
[4/18/23 05:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rxse	
[4/18/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rxse	
[4/18/23 05:16AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Rxse	
[4/18/23 05:35AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Rxse	
[4/18/23 05:42AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Rxse	
[4/18/23 05:42AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Rxse	
[4/18/23 05:42AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Rxse	
[4/18/23 05:45AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Rxse	
[4/18/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Rxse	
[4/18/23 05:45AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Rxse	
[4/18/23 05:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rxse	
[4/18/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rxse	
[4/18/23 05:49AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rxse	
[4/18/23 05:56AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Rxse	
[4/18/23 05:57AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Rxse	
[4/18/23 05:58AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Rxse	
[4/18/23 05:58AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Rxse	
[4/18/23 06:02AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Rxse	
[4/18/23 06:08AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Rxse	
[4/18/23 06:08AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Rxse	
[4/18/23 06:11AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Rxse	
[4/18/23 06:16AM] Player picked up item: Coin, id: 995, amount: 13500, owner: Rxse	
[4/18/23 06:23AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Rxse	
[4/18/23 06:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Rxse	
[4/18/23 06:32AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rxse	
[4/18/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Rxse	
[4/18/23 06:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rxse	
[4/18/23 06:33AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rxse	
[4/18/23 06:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rxse	
[4/18/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rxse	
[4/18/23 06:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rxse	
[4/18/23 06:46AM] Player picked up item: Coin, id: 995, amount: 900, owner: Rxse	
[4/18/23 07:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rxse	
[4/18/23 07:30AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Rxse	
[4/18/23 07:32AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Rxse	
[4/18/23 07:32AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Rxse	
[4/18/23 07:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rxse	
[4/18/23 07:45AM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Rxse	
[4/18/23 07:45AM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Rxse	
[4/18/23 07:52AM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Rxse	
[4/19/23 02:17AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Rxse	
[4/19/23 02:18AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Rxse	
[4/19/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rxse	
[4/19/23 02:37AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Rxse	
[4/19/23 02:37AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Rxse	
[4/19/23 02:56AM] Player picked up item: Inferno Shield, id: 13306, amount: 1, owner: Rxse	
[4/20/23 12:13AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rxse	
[4/20/23 12:21AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Rxse	
[4/20/23 12:25AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Rxse	
[4/20/23 12:43AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Rxse	
[4/20/23 01:02AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Rxse	
[4/20/23 01:02AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Rxse	
