[4/16/23 04:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Drshizznitt	
[4/16/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Drshizznitt	
[4/16/23 05:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Drshizznitt	
[4/16/23 05:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Drshizznitt	
[4/16/23 05:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Drshizznitt	
[4/16/23 05:06PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Drshizznitt	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Drshizznitt	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Drshizznitt	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Drshizznitt	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Slayerfly	
[4/16/23 05:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Drshizznitt	
[4/16/23 05:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Drshizznitt	
[4/16/23 05:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Drshizznitt	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 1569804, owner: Drshizznitt	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Drshizznitt	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 3614045, owner: Drshizznitt	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Drshizznitt	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Drshizznitt	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Drshizznitt	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Drshizznitt	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Drshizznitt	
[4/16/23 05:35PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Drshizznitt	
[4/16/23 05:35PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Drshizznitt	
[4/16/23 05:35PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 800, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 800, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Drshizznitt	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Drshizznitt	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Drshizznitt	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Drshizznitt	
[4/16/23 05:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
[4/16/23 05:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Drshizznitt	
