[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Clav	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Clav	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Clav	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Clav	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Clav	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Clav	
[4/15/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:31AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Clav	
[4/15/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Clav	
[4/15/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Clav	
[4/15/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Clav	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 900, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Clav	
[4/15/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Clav	
[4/15/23 08:40AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Clav	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Clav	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Clav	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Clav	
