[4/17/23 12:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lewa	
[4/17/23 12:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lewa	
[4/17/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 12:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lewa	
[4/17/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lewa	
[4/17/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lewa	
[4/17/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 12:27AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Lewa	
[4/17/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lewa	
[4/17/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lewa	
[4/17/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lewa	
[4/17/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 12:28AM] Player picked up item: Coin, id: 995, amount: 600, owner: Lewa	
[4/17/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Lewa	
[4/17/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lewa	
[4/17/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lewa	
[4/17/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lewa	
[4/17/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lewa	
[4/17/23 12:32AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Lewa	
[4/17/23 12:32AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Lewa	
[4/17/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lewa	
[4/17/23 12:36AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Lewa	
[4/17/23 12:36AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Lewa	
[4/17/23 12:39AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Lewa	
[4/17/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Lewa	
[4/17/23 12:47AM] Player picked up item: Coin, id: 995, amount: 3714811, owner: Lewa	
