[4/15/23 03:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2jz	
[4/15/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2jz	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:21PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Maou	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Maou	
[4/15/23 03:24PM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/15/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Maou	
[4/15/23 03:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:26PM] Player picked up item: Coin, id: 995, amount: 900, owner: Maou	
[4/15/23 03:26PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Maou	
[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Maou	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Maou	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Maou	
[4/15/23 03:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/15/23 03:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Maou	
[4/15/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
