[4/22/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fevang	
[4/22/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fevang	
[4/22/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 02:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fevang	
[4/22/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fevang	
[4/22/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fevang	
[4/22/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fevang	
[4/22/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fevang	
[4/22/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 02:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fevang	
[4/22/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fevang	
[4/22/23 02:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fevang	
[4/22/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fevang	
[4/22/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fevang	
[4/22/23 02:16PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Fevang	
[4/22/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 02:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fevang	
[4/22/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fevang	
[4/22/23 02:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fevang	
[4/22/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fevang	
[4/22/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fevang	
[4/22/23 02:19PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Fevang	
[4/22/23 02:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Fevang	
[4/22/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fevang	
