[4/17/23 06:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rasengan	
[4/17/23 06:50AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Rasengan	
[4/17/23 06:50AM] Player picked up item: Coin, id: 995, amount: 1000000, owner: Rasengan	
[4/17/23 06:50AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Rasengan	
[4/17/23 06:50AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Rasengan	
[4/17/23 06:50AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Rasengan	
[4/17/23 06:52AM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Rasengan	
[4/17/23 06:57AM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Rasengan	
[4/17/23 06:57AM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Rasengan	
[4/17/23 07:05AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rasengan	
[4/17/23 07:05AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rasengan	
[4/17/23 07:06AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rasengan	
[4/17/23 07:12AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Rasengan	
[4/17/23 07:12AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Rasengan	
[4/17/23 07:15AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Rasengan	
[4/17/23 07:16AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rasengan	
[4/17/23 07:16AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Rasengan	
[4/17/23 07:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rasengan	
[4/17/23 07:51AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rasengan	
[4/17/23 07:51AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Rasengan	
[4/17/23 07:51AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Rasengan	
[4/17/23 07:51AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Rasengan	
