[4/18/23 12:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bandit	
[4/18/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bandit	
[4/18/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bandit	
[4/18/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bandit	
[4/18/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bandit	
[4/18/23 12:21PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Bandit	
[4/18/23 12:22PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Bandit	
[4/18/23 12:22PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Bandit	
[4/18/23 12:23PM] Player picked up item: Coin, id: 995, amount: 900, owner: Bandit	
[4/18/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bandit	
[4/18/23 12:23PM] Player picked up item: Coin, id: 995, amount: 600, owner: Bandit	
[4/18/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bandit	
