[4/23/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 01:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 01:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 01:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadbtw	
[4/23/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 01:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 01:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 01:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadbtw	
[4/23/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
