[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine21	
[4/23/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine21	
[4/23/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine21	
[4/23/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine21	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Redx12	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim Peep	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine21	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine21	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Redx12	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim Peep	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine21	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dopamine21	
[4/23/23 10:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dopamine21	
[4/23/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dopamine21	
[4/23/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/23/23 10:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dopamine21	
[4/23/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dopamine21	
[4/23/23 10:33AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dopamine21	
[4/23/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dopamine21	
[4/23/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dopamine21	
[4/23/23 10:33AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Dopamine21	
[4/23/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:34AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dopamine21	
[4/23/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Coin, id: 995, amount: 900, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine21	
[4/23/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine21	
[4/23/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dopamine21	
[4/23/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/23/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine21	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dopamine21	
[4/23/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/23/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/23/23 10:39AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dopamine21	
[4/23/23 10:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dopamine21	
[4/23/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/23/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dopamine21	
[4/23/23 10:42AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Dopamine21	
[4/23/23 10:43AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Dopamine21	
[4/23/23 10:43AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dopamine21	
[4/23/23 10:49AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dopamine21	
[4/23/23 10:51AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dopamine21	
[4/23/23 10:51AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Dopamine21	
[4/23/23 10:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dopamine21	
[4/23/23 10:54AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dopamine21	
[4/23/23 10:55AM] Player picked up item: Coin, id: 995, amount: 1271062, owner: Dopamine21	
[4/23/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dopamine21	
[4/23/23 11:01AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Dopamine21	
[4/23/23 11:01AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dopamine21	
[4/23/23 11:01AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Dopamine21	
[4/23/23 11:02AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dopamine21	
[4/23/23 11:02AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dopamine21	
[4/23/23 11:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dopamine21	
[4/23/23 11:04AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dopamine21	
[4/23/23 11:05AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dopamine21	
[4/23/23 11:09AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dopamine21	
[4/23/23 11:09AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dopamine21	
[4/23/23 11:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dopamine21	
[4/23/23 11:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dopamine21	
[4/23/23 11:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dopamine21	
[4/23/23 11:23AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/23/23 11:24AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Dopamine21	
[4/23/23 11:27AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/23/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/23/23 11:27AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/23/23 11:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dopamine21	
[4/23/23 11:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/23/23 11:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dopamine21	
[4/23/23 11:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dopamine21	
[4/23/23 11:30AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dopamine21	
[4/23/23 11:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dopamine21	
[4/23/23 11:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dopamine21	
[4/23/23 11:33AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/23/23 11:35AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Dopamine21	
[4/23/23 11:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/23/23 11:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/23/23 11:36AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/23/23 11:36AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Dopamine21	
[4/23/23 11:39AM] Player picked up item: Coin, id: 995, amount: 21000, owner: Dopamine21	
[4/23/23 11:39AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/23/23 11:39AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/23/23 11:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/23/23 11:40AM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Dopamine21	
[4/23/23 11:42AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/23/23 11:42AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/23/23 11:43AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/23/23 11:52AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Dopamine21	
[4/25/23 07:35AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Dopamine21	
[4/25/23 07:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/25/23 07:35AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:36AM] Player picked up item: Coin, id: 995, amount: 21000, owner: Dopamine21	
[4/25/23 07:36AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Dopamine21	
[4/25/23 07:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:36AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Dopamine21	
[4/25/23 07:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:37AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dopamine21	
[4/25/23 07:37AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:39AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dopamine21	
[4/25/23 07:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine21	
[4/25/23 07:41AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:42AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:42AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 07:42AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
