[4/17/23 10:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nexthokage	
[4/17/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nexthokage	
[4/17/23 11:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nexthokage	
[4/17/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nexthokage	
[4/17/23 11:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nexthokage	
[4/17/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nexthokage	
[4/17/23 11:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nexthokage	
[4/17/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nexthokage	
[4/17/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nexthokage	
[4/17/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nexthokage	
[4/17/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nexthokage	
[4/17/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nexthokage	
[4/17/23 11:15AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Nexthokage	
[4/17/23 11:20AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Nexthokage	
[4/17/23 11:25AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nexthokage	
[4/17/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nexthokage	
[4/17/23 11:27AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nexthokage	
[4/17/23 11:29AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nexthokage	
[4/17/23 11:31AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nexthokage	
[4/17/23 11:31AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nexthokage	
[4/17/23 11:32AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nexthokage	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nexthokage	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nexthokage	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nexthokage	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nexthokage	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nexthokage	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nexthokage	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nexthokage	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2839462, owner: Nexthokage	
[4/17/23 11:42AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Nexthokage	
[4/17/23 11:43AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Nexthokage	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nexthokage	
[4/17/23 11:45AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nexthokage	
[4/17/23 11:50AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nexthokage	
[4/17/23 11:50AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nexthokage	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nexthokage	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Nexthokage	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nexthokage	
[4/17/23 11:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nexthokage	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1057059, owner: Nexthokage	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nexthokage	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1044344, owner: Nexthokage	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nexthokage	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nexthokage	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nexthokage	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nexthokage	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nexthokage	
[4/17/23 11:59AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Nexthokage	
[4/17/23 11:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nexthokage	
[4/17/23 12:00PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Nexthokage	
[4/17/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nexthokage	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2053441, owner: Nexthokage	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nexthokage	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 2356009, owner: Nexthokage	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nexthokage	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1263691, owner: Nexthokage	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nexthokage	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1509825, owner: Nexthokage	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nexthokage	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nexthokage	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Nexthokage	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nexthokage	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Nexthokage	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nexthokage	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Nexthokage	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3380596, owner: Nexthokage	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nexthokage	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 4264977, owner: Nexthokage	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nexthokage	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 4328391, owner: Nexthokage	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nexthokage	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nexthokage	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nexthokage	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nexthokage	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nexthokage	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nexthokage	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nexthokage	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nexthokage	
[4/17/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nexthokage	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nexthokage	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nexthokage	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nexthokage	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nexthokage	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1328866, owner: Nexthokage	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nexthokage	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 2096641, owner: Nexthokage	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nexthokage	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nexthokage	
