[4/16/23 08:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nicolly	
[4/16/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nicolly	
[4/16/23 08:03PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Nicolly	
[4/16/23 08:24PM] Player picked up item: Coin, id: 995, amount: 1029957, owner: Nicolly	
[4/16/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nicolly	
[4/16/23 08:25PM] Player picked up item: Coin, id: 995, amount: 3477629, owner: Nicolly	
[4/16/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nicolly	
[4/16/23 08:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nicolly	
[4/16/23 08:34PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Nicolly	
[4/16/23 08:36PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nicolly	
[4/16/23 08:36PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nicolly	
[4/16/23 08:45PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Nicolly	
[4/16/23 08:45PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nicolly	
[4/16/23 08:46PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Nicolly	
[4/16/23 08:47PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nicolly	
[4/16/23 08:47PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nicolly	
[4/16/23 08:47PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nicolly	
[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 2436363, owner: Nicolly	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nicolly	
[4/16/23 08:54PM] Player picked up item: Coin, id: 995, amount: 3146006, owner: Nicolly	
[4/16/23 08:54PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Nicolly	
[4/16/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nicolly	
[4/16/23 08:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Nicolly	
[4/16/23 08:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nicolly	
[4/16/23 09:00PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nicolly	
[4/16/23 09:01PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nicolly	
[4/16/23 09:41PM] Player picked up item: Coin, id: 995, amount: 1713322, owner: Nicolly	
[4/16/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nicolly	
[4/16/23 09:42PM] Player picked up item: Coin, id: 995, amount: 4425535, owner: Nicolly	
[4/16/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Nicolly	
[4/16/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nicolly	
[4/16/23 09:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Nicolly	
[4/16/23 09:44PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nicolly	
[4/16/23 09:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nicolly	
[4/16/23 09:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nicolly	
[4/16/23 09:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Nicolly	
[4/16/23 09:49PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Nicolly	
[4/16/23 09:50PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nicolly	
[4/16/23 09:52PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Nicolly	
[4/16/23 09:52PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Nicolly	
[4/16/23 09:53PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nicolly	
[4/16/23 09:54PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nicolly	
[4/16/23 09:54PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Nicolly	
[4/16/23 09:56PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Nicolly	
[4/16/23 09:58PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nicolly	
[4/16/23 10:04PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nicolly	
[4/16/23 10:12PM] Player picked up item: Coin, id: 995, amount: 2108496, owner: Nicolly	
[4/16/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nicolly	
[4/16/23 10:42PM] Player picked up item: Coin, id: 995, amount: 1070503, owner: Nicolly	
[4/16/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nicolly	
[4/16/23 10:45PM] Player picked up item: Coin, id: 995, amount: 4332444, owner: Nicolly	
[4/16/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nicolly	
[4/16/23 10:51PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Nicolly	
[4/16/23 10:59PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Nicolly	
[4/16/23 11:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nicolly	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 1610871, owner: Nicolly	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nicolly	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nicolly	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nicolly	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 1161350, owner: Nicolly	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nicolly	
[4/17/23 04:27PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Nicolly	
[4/17/23 04:31PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Nicolly	
[4/17/23 04:32PM] Player picked up item: Coin, id: 995, amount: 1039038, owner: Nicolly	
[4/17/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nicolly	
[4/17/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2017681, owner: Nicolly	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nicolly	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nicolly	
[4/17/23 04:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nicolly	
[4/17/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nicolly	
[4/17/23 04:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nicolly	
[4/17/23 04:40PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nicolly	
[4/17/23 04:41PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Nicolly	
[4/17/23 04:49PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Nicolly	
