[4/20/23 11:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roe	
[4/20/23 11:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Roe	
[4/20/23 11:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Roe	
[4/20/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roe	
[4/20/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roe	
[4/20/23 11:52AM] Player picked up item: Coin, id: 995, amount: 2414154, owner: Roe	
[4/20/23 12:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Roe	
[4/20/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roe	
[4/20/23 12:02PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Roe	
[4/20/23 12:04PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Roe	
[4/20/23 12:04PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Roe	
[4/20/23 12:10PM] Player picked up item: Coin, id: 995, amount: 700, owner: Roe	
[4/20/23 12:10PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Roe	
[4/20/23 12:11PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Roe	
[4/20/23 12:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Roe	
[4/20/23 12:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Roe	
[4/20/23 12:14PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Roe	
[4/20/23 12:15PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Roe	
[4/20/23 12:15PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Roe	
[4/20/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Roe	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Roe	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Roe	
[4/20/23 12:26PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Roe	
[4/20/23 12:27PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Roe	
[4/20/23 12:28PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Roe	
[4/20/23 12:28PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Roe	
[4/20/23 12:28PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Roe	
[4/20/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/20/23 12:38PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Roe	
[4/20/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/20/23 12:38PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Roe	
[4/20/23 12:38PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
[4/20/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Roe	
[4/20/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/20/23 12:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Roe	
[4/20/23 12:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Roe	
[4/20/23 12:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Roe	
[4/20/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roe	
[4/20/23 12:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
[4/20/23 12:40PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Roe	
[4/20/23 12:41PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Roe	
[4/20/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roe	
[4/20/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Roe	
[4/20/23 12:54PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
[4/20/23 12:55PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
[4/20/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/20/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/20/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roe	
[4/20/23 12:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Roe	
[4/20/23 12:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Roe	
[4/20/23 12:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
[4/20/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Roe	
[4/20/23 01:00PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
