[4/22/23 01:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shinigami	
[4/22/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shinigami	
[4/22/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shinigami	
[4/22/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shinigami	
[4/22/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shinigami	
[4/22/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shinigami	
[4/22/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:33PM] Player picked up item: Coin, id: 995, amount: 1296571, owner: Shinigami	
[4/22/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shinigami	
[4/22/23 01:34PM] Player picked up item: Coin, id: 995, amount: 3602594, owner: Shinigami	
[4/22/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shinigami	
[4/22/23 01:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shinigami	
[4/22/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shinigami	
[4/22/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
