[4/21/23 02:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eco	
[4/21/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eco	
[4/21/23 02:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eco	
[4/21/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eco	
