[4/22/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimm	
[4/22/23 03:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grimm	
[4/22/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimm	
[4/22/23 03:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grimm	
[4/22/23 03:30AM] Player picked up item: Coin, id: 995, amount: 1000300, owner: Grimm	
[4/22/23 03:30AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grimm	
[4/22/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:32AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Grimm	
[4/22/23 03:32AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Grimm	
[4/22/23 03:32AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Grimm	
[4/22/23 03:33AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grimm	
[4/22/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grimm	
[4/22/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:37AM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Grimm	
[4/22/23 03:37AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Grimm	
[4/22/23 03:37AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Grimm	
[4/22/23 03:37AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Grimm	
[4/22/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Coin, id: 995, amount: 600, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimm	
[4/22/23 03:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Grimm	
[4/22/23 03:41AM] Player picked up item: Coin, id: 995, amount: 600, owner: Grimm	
[4/22/23 03:41AM] Player picked up item: Coin, id: 995, amount: 600, owner: Grimm	
[4/22/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
