[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mana	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mana	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mana	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mana	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mana	
[4/16/23 02:15PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Mana	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mana	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mana	
[4/16/23 02:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mana	
[4/16/23 02:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Mana	
[4/16/23 03:24PM] Player picked up item: Coin, id: 995, amount: 2032517, owner: Mana	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mana	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mana	
[4/16/23 03:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mana	
[4/16/23 03:38PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Mana	
[4/16/23 03:46PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mana	
[4/16/23 03:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mana	
[4/16/23 03:54PM] Player picked up item: Coin, id: 995, amount: 1127462, owner: Mana	
[4/16/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/16/23 05:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mana	
[4/16/23 05:22PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mana	
[4/16/23 05:22PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mana	
[4/16/23 05:22PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mana	
[4/16/23 05:23PM] Player picked up item: Coin, id: 995, amount: 1419552, owner: Mana	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 3182634, owner: Mana	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mana	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mana	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mana	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mana	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mana	
[4/16/23 05:27PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mana	
[4/16/23 05:32PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mana	
[4/16/23 05:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mana	
[4/16/23 05:54PM] Player picked up item: Coin, id: 995, amount: 2139894, owner: Mana	
[4/16/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/16/23 05:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mana	
[4/16/23 05:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mana	
[4/16/23 06:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mana	
[4/16/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1227169, owner: Mana	
[4/16/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Mana	
[4/16/23 06:27PM] Player picked up item: Coin, id: 995, amount: 4009483, owner: Mana	
[4/16/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mana	
[4/16/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mana	
[4/16/23 06:34PM] Player picked up item: Coin, id: 995, amount: 44000, owner: Mana	
[4/16/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mana	
[4/16/23 06:34PM] Player picked up item: Coin, id: 995, amount: 66000, owner: Mana	
[4/16/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Mana	
[4/16/23 06:35PM] Player picked up item: Coin, id: 995, amount: 77000, owner: Mana	
[4/16/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Mana	
[4/16/23 06:35PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Mana	
[4/16/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 06:35PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Mana	
[4/16/23 06:36PM] Player picked up item: Coin, id: 995, amount: 33000, owner: Mana	
[4/16/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mana	
[4/16/23 06:39PM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Mana	
