[4/16/23 01:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kriipz	
[4/16/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 01:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kriipz	
[4/16/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 02:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kriipz	
[4/16/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 02:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kriipz	
[4/16/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kriipz	
[4/16/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kriipz	
[4/16/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 02:08AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kriipz	
[4/16/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 02:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kriipz	
[4/16/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 02:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kriipz	
[4/16/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kriipz	
[4/16/23 02:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kriipz	
[4/16/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kriipz	
[4/16/23 02:11AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kriipz	
[4/16/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kriipz	
