[4/18/23 07:13AM] Player picked up item: Coin, id: 995, amount: 2025594, owner: Muffin	
[4/18/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muffin	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Muffin	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muffin	
[4/21/23 03:05AM] Player picked up item: Coin, id: 995, amount: 2498071, owner: Muffin	
[4/21/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muffin	
[4/21/23 03:35AM] Player picked up item: Coin, id: 995, amount: 1407983, owner: Muffin	
[4/21/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muffin	
[4/21/23 03:37AM] Player picked up item: Coin, id: 995, amount: 2001117, owner: Muffin	
[4/21/23 04:05AM] Player picked up item: Coin, id: 995, amount: 1585183, owner: Muffin	
[4/21/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muffin	
[4/21/23 04:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Muffin	
[4/21/23 04:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muffin	
[4/21/23 04:36AM] Player picked up item: Coin, id: 995, amount: 1312413, owner: Muffin	
[4/21/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muffin	
[4/21/23 04:38AM] Player picked up item: Coin, id: 995, amount: 3133698, owner: Muffin	
[4/21/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muffin	
[4/21/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Muffin	
[4/21/23 04:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Muffin	
[4/21/23 05:34AM] Player picked up item: Coin, id: 995, amount: 2491212, owner: Muffin	
[4/21/23 05:35AM] Player picked up item: Coin, id: 995, amount: 2764524, owner: Muffin	
[4/21/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muffin	
[4/21/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Muffin	
[4/21/23 05:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Muffin	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 1364134, owner: Muffin	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muffin	
[4/21/23 06:34AM] Player picked up item: Coin, id: 995, amount: 2170848, owner: Muffin	
[4/21/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muffin	
[4/21/23 06:35AM] Player picked up item: Coin, id: 995, amount: 3417618, owner: Muffin	
[4/21/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muffin	
[4/21/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Muffin	
[4/21/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Muffin	
[4/21/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Muffin	
[4/21/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muffin	
[4/21/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1684477, owner: Muffin	
[4/21/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muffin	
