[4/15/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Wet	
[4/15/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:49PM] Player picked up item: Coin, id: 995, amount: 100, owner: Wet	
[4/15/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Wet	
[4/15/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Wet	
[4/15/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Wet	
[4/15/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:00PM] Player picked up item: Coin, id: 995, amount: 1019460, owner: Wet	
[4/15/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wet	
[4/15/23 03:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Wet	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Wet	
[4/15/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:05PM] Player picked up item: Coin, id: 995, amount: 600, owner: Wet	
[4/15/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 03:05PM] Player picked up item: Coin, id: 995, amount: 600, owner: Wet	
[4/15/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wet	
[4/15/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 03:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Wet	
[4/15/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wet	
[4/15/23 03:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
