[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Melti	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Melti	
[4/15/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cardano	
[4/15/23 05:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Melti	
[4/15/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Melti	
[4/15/23 05:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Melti	
[4/15/23 05:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Melti	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Melti	
[4/15/23 05:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Melti	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Melti	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Melti	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Melti	
[4/15/23 09:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Melti	
[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Melti	
[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Melti	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Melti	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Melti	
