[4/18/23 12:09PM] Player picked up item: Starter Boots, id: 19945, amount: 1, owner: Ishine	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ishine	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ishine	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ishine	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ishine	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ishine	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ishine	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 1220446, owner: Ishine	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ishine	
[4/18/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ishine	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ishine	
[4/18/23 12:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ishine	
[4/18/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ishine	
[4/18/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ishine	
[4/18/23 12:41PM] Player picked up item: Coin, id: 995, amount: 1742125, owner: Ishine	
[4/18/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ishine	
[4/18/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ishine	
[4/18/23 12:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ishine	
[4/18/23 12:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ishine	
[4/18/23 12:47PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ishine	
[4/18/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ishine	
[4/18/23 12:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ishine	
[4/18/23 01:00PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ishine	
[4/18/23 01:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ishine	
[4/18/23 01:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ishine	
[4/18/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ishine	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ishine	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1377562, owner: Ishine	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ishine	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ishine	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Ishine	
[4/18/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Ishine	
[4/18/23 01:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Ishine	
[4/18/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ishine	
[4/19/23 07:23AM] Player picked up item: Slayer casket, id: 2734, amount: 6, owner: Ishine	
[4/19/23 07:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Ishine	
[4/19/23 07:23AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Ishine	
[4/19/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ishine	
[4/19/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Ishine	
[4/19/23 07:48AM] Player picked up item: Coin, id: 995, amount: 2312002, owner: Ishine	
[4/19/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ishine	
[4/19/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ishine	
[4/19/23 07:54AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Ishine	
[4/19/23 07:54AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Ishine	
[4/19/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ishine	
[4/19/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ishine	
[4/19/23 08:02AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ishine	
[4/19/23 08:02AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ishine	
[4/19/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ishine	
[4/19/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ishine	
[4/19/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ishine	
[4/19/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ishine	
[4/19/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ishine	
[4/19/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ishine	
[4/19/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Ishine	
