[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dup	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dup	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Madoka	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Juust	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Juust	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Juust	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Madoka	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Madoka	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Shadow	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shadow	
[4/15/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shadow	
[4/15/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shadow	
[4/15/23 08:50AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Madoka	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Madoka	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Madoka	
[4/15/23 09:09AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Madoka	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Madoka	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Madoka	
[4/15/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Madoka	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 2055081, owner: Madoka	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Madoka	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 2218222, owner: Madoka	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Madoka	
[4/15/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Madoka	
[4/15/23 09:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Madoka	
[4/15/23 09:39AM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Madoka	
[4/15/23 09:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Madoka	
[4/15/23 09:40AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Madoka	
[4/15/23 09:40AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Madoka	
[4/15/23 09:43AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Madoka	
[4/15/23 09:43AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Madoka	
[4/15/23 09:49AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Madoka	
[4/15/23 09:49AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Madoka	
[4/15/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Madoka	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Madoka	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Madoka	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1570024, owner: Madoka	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Madoka	
[4/15/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Madoka	
[4/15/23 10:00AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Madoka	
[4/15/23 10:00AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Madoka	
[4/15/23 10:04AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Madoka	
[4/15/23 10:04AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Madoka	
[4/15/23 10:04AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Madoka	
[4/15/23 10:08AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Madoka	
[4/15/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Madoka	
[4/15/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Madoka	
[4/15/23 07:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Madoka	
[4/15/23 07:51PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Madoka	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Madoka	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Madoka	
[4/15/23 07:59PM] Player picked up item: Coin, id: 995, amount: 2247933, owner: Madoka	
[4/15/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Madoka	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1251177, owner: Madoka	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Madoka	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1381450, owner: Madoka	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Madoka	
[4/16/23 09:43AM] Player picked up item: Aura (T6), id: 23049, amount: 1, owner: Madoka	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Madoka	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Madoka	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Madoka	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Madoka	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Madoka	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Madoka	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Madoka	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Madoka	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Madoka	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Madoka	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Madoka	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Madoka	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Madoka	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Madoka	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Madoka	
