[4/19/23 10:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jesse	
[4/19/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
[4/19/23 10:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 10:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
