[4/17/23 05:57AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Keef	
[4/17/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 05:57AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Keef	
[4/17/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Keef	
[4/17/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Keef	
[4/17/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans1	
[4/17/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Keef	
[4/17/23 06:11AM] Player picked up item: Coin, id: 995, amount: 1756977, owner: Keef	
[4/17/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:31AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Keef	
[4/17/23 06:31AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Keef	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
[4/17/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Keef	
[4/17/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keef	
