[4/19/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neff	
[4/19/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Neff	
[4/19/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 08:47AM] Player picked up item: Coin, id: 995, amount: 1813471, owner: Neff	
[4/19/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Neff	
[4/19/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Neff	
[4/19/23 08:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Neff	
[4/19/23 08:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Neff	
[4/19/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Neff	
[4/19/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Neff	
[4/19/23 09:19AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Neff	
[4/19/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/19/23 09:22AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Neff	
[4/19/23 10:15AM] Player picked up item: Coin, id: 995, amount: 1669618, owner: Neff	
[4/19/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Neff	
[4/19/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Neff	
[4/21/23 08:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Resi Afk	
