[4/17/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kensas	
[4/17/23 12:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kensas	
[4/17/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kensas	
[4/17/23 12:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kensas	
[4/17/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kensas	
[4/17/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kensas	
[4/17/23 12:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kensas	
[4/17/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kensas	
[4/17/23 12:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kensas	
[4/17/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kensas	
[4/17/23 12:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kensas	
[4/17/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kensas	
[4/17/23 12:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kensas	
[4/17/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kensas	
[4/17/23 12:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Kensas	
[4/17/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kensas	
[4/17/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kensas	
[4/17/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kensas	
[4/17/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kensas	
[4/17/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kensas	
[4/17/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kensas	
[4/17/23 01:01AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kensas	
[4/17/23 01:03AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kensas	
[4/17/23 01:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kensas	
[4/17/23 01:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kensas	
[4/17/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kensas	
[4/17/23 01:35AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Kensas	
[4/17/23 01:35AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Kensas	
[4/17/23 01:36AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Kensas	
[4/17/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kensas	
[4/17/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kensas	
[4/17/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kensas	
[4/17/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kensas	
[4/17/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kensas	
[4/17/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kensas	
[4/17/23 01:40AM] Player picked up item: Coin, id: 995, amount: 1992828, owner: Kensas	
[4/17/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kensas	
[4/17/23 01:41AM] Player picked up item: Coin, id: 995, amount: 2424189, owner: Kensas	
