[4/20/23 09:06AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Truth	
[4/20/23 09:06AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Truth	
[4/20/23 09:11AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Truth	
[4/20/23 09:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Truth	
[4/20/23 09:12AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Truth	
[4/20/23 09:12AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Truth	
[4/20/23 09:17AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Truth	
[4/20/23 09:17AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Truth	
[4/20/23 09:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Truth	
[4/20/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 8256, owner: Truth	
[4/20/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Truth	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Truth	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Truth	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Truth	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Truth	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Truth	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Truth	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Truth	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Truth	
[4/20/23 04:22PM] Player picked up item: Coin, id: 995, amount: 3988810, owner: Truth	
[4/20/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Truth	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Truth	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Truth	
[4/20/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 5783, owner: Truth	
