[4/15/23 03:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 03:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 03:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 03:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dfk	
[4/15/23 03:39AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dfk	
[4/15/23 03:53AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dfk	
[4/15/23 03:54AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dfk	
[4/15/23 03:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dfk	
[4/15/23 03:54AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dfk	
[4/15/23 04:01AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dfk	
[4/15/23 04:03AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dfk	
[4/15/23 04:05AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dfk	
[4/15/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dfk	
[4/15/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dfk	
[4/15/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dfk	
[4/15/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dfk	
[4/15/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dfk	
[4/15/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dfk	
[4/15/23 04:11AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dfk	
[4/15/23 04:18AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dfk	
[4/15/23 04:21AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Dfk	
[4/15/23 02:34PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dfk	
[4/15/23 02:39PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Dfk	
