[4/17/23 03:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Chibi	
[4/17/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chibi	
[4/17/23 03:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bourgondier	
[4/17/23 03:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bourgondier	
[4/17/23 03:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bourgondier	
[4/17/23 03:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bourgondier	
[4/17/23 03:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Bourgondier	
[4/17/23 03:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Bourgondier	
[4/17/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bourgondier	
[4/17/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bourgondier	
[4/17/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bourgondier	
[4/17/23 03:41AM] Player picked up item: Coin, id: 995, amount: 1330997, owner: Bourgondier	
[4/17/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bourgondier	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 3567481, owner: Bourgondier	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bourgondier	
[4/17/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bourgondier	
[4/17/23 03:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bourgondier	
[4/17/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bourgondier	
[4/17/23 03:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bourgondier	
[4/17/23 04:11AM] Player picked up item: Coin, id: 995, amount: 2287843, owner: Bourgondier	
[4/17/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bourgondier	
[4/17/23 04:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bourgondier	
[4/17/23 04:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bourgondier	
[4/17/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bourgondier	
[4/17/23 04:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bourgondier	
[4/17/23 04:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bourgondier	
[4/17/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bourgondier	
[4/17/23 04:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bourgondier	
[4/17/23 04:21AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bourgondier	
[4/17/23 04:22AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Bourgondier	
[4/17/23 04:22AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bourgondier	
[4/17/23 04:23AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Bourgondier	
[4/17/23 09:31AM] Player picked up item: $10 Bond, id: 23057, amount: 50000000, owner: The Chins	
[4/17/23 09:31AM] Player picked up item: $10 Bond, id: 23057, amount: 50000000, owner: The Chins	
[4/18/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 3552, owner: Bourgondier	
[4/22/23 02:45AM] Player picked up item: Coin, id: 995, amount: 66000, owner: Bourgondier	
[4/22/23 05:05AM] Player picked up item: Double Damage Scroll 1 Hour, id: 15357, amount: 1, owner: Bourgondier	
[4/22/23 05:05AM] Player picked up item: Double Damage Scroll 1 Hour, id: 15357, amount: 1, owner: Bourgondier	
[4/22/23 05:05AM] Player picked up item: Double Damage Scroll 1 Hour, id: 15357, amount: 1, owner: Bourgondier	
[4/22/23 05:05AM] Player picked up item: Double Damage Scroll 1 Hour, id: 15357, amount: 1, owner: Bourgondier	
[4/22/23 07:40AM] Player picked up item: Starter Cape, id: 19944, amount: 1, owner: Bedroombully	
[4/22/23 07:40AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Bedroombully	
[4/22/23 07:40AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bedroombully	
[4/22/23 07:40AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bedroombully	
[4/22/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Zshana	
[4/23/23 08:25AM] Player picked up item: Byakuya Pet, id: 13775, amount: 1, owner: Lugia	
[4/26/23 01:52PM] Player picked up item: Transfer Crystal, id: 8788, amount: 1, owner: Nadez	
[4/26/23 02:06PM] Player picked up item: Crystal, id: 2381, amount: 1, owner: Bourgondier	
[4/26/23 02:06PM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Bourgondier	
[4/26/23 02:06PM] Player picked up item: $25 Bond, id: 23058, amount: 3, owner: Bourgondier	
[4/26/23 02:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bourgondier	
[4/26/23 02:06PM] Player picked up item: Trinity prayer scroll, id: 23166, amount: 1, owner: Bourgondier	
